id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4896192569282743,MEmpiCWRF,3612749480,山人I,唉，放假这么多天也是无聊了，A股的制度调休不调班也是醉了。服装我也看不懂年轻人都不让我参与了，只能跟你们混了，问题是不开市也没的混，真是无所事事。,,,,,2,73,436,2023-04-30 11:52,微博网页版,,,,
4896145593862695,MElbxgcRx,5702772557,刘昌松-只做免费内容,A股四月放量大涨收官，五月行情怎么走，当下行情怎么做？L刘昌松-只做免费内容的微博视频,,,,,3,30,187,2023-04-30 08:45,微博视频号,,"http://f.video.weibocdn.com/o0/puqYzVz5lx08544dznG001041201mIaZ0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1711424302&ssig=2dJeq7eK8M&KID=unistore,video",,
4895817304904752,MEcE2kzWU,7799274131,洪灝的宏观策略,昨天下午在一财的直播剪辑。节目中，我回答了主持人提出的几个问题：-A股五月是否可以看高一线？-昨天重要会议发出了怎么样的信号？-市场还存在什么风险？-板块轮动的机会，价值还是成长？-主题投资机会，指数的交易区间。L洪灝的宏观策略的微博视频,,,,,112,64,575,2023-04-29 11:01,微博视频号,,"http://f.video.weibocdn.com/o0/R4NInlF9lx0852CDlcr6010412008g720E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1711424328&ssig=vfxRTqZR%2FP&KID=unistore,video",,
4896005705959820,MEhxUp0q8,1657765690,老艾观察,A股七家航司一季度业绩已陆续公布。其中，春秋航空、吉祥航空、海航控股率先扭亏，三大航及华夏航空仍在亏损状态。三大航中国国航、中国东航、南方航空虽仍合计亏损约86.3亿元，不过已大幅减亏。分析人士称，随着旅游市场复苏，出行需求恢复，航司将加快减亏。...O网页链接,,,,,6,12,53,2023-04-29 23:29,,,,,
4895972389814603,MEgGaFbe3,6393953260,卢大宏观,看看五一假期的热搜我们就要明白，2023年投资A股就是要投快乐投健康。#外滩##大唐不夜城#,,,,"外滩,大唐不夜城",4,4,83,2023-04-29 21:17,浙商会iPhone客户端,,,,
4895488669389489,ME45YDoDn,5820053050,三不投资,每年的五月到年底，这段时间是A股小盘股利空的相对真空期。一方面年报已过，有什么问题该暴露的也暴露了，交易所那边也给这些公司小半年的补救期。这个时候的庄家往往随着天气变暖，也开始活跃起来。夏天到了，又到了编瞎话的时候了…～～,,,,,13,44,185,2023-04-28 13:15,,,,,
4895415797290006,ME2cruAsK,3714420514,股市狼头哥,A股超话记住这个点位2240后反弹了两天，你准备几成仓过节？1永远满仓永远热泪盈眶2逢节必跌空仓3半仓可上可下4大底了加融资,,,,,2,54,111,2023-04-28 08:25,炒股送的iPhone 14,"['https://wx4.sinaimg.cn/large/dd658f22ly1hdf3qrtp6ij20wi1ycb00.jpg', 'https://wx3.sinaimg.cn/large/dd658f22ly1hdf3qqgs3pj20wi1yce5y.jpg']",,,
4895460349445705,ME3miDDg5,1609962335,曦阳思慕,预测一把，明年这个时候，我们可以看到一些新闻标题：A股持续上涨，居民存款大搬家。~,,,,,9,58,382,2023-04-28 11:22,涨停板,,,,
4895517916794853,ME4R9svEp,2932185514,土匪山寨DE寨主,五一快乐，，又有好几天看不到大A股在动了，你会想它吗？？若是想你们了，我就发微博，若是想我了，就来看看微博。。带上老婆，带上孩子，一起到海边，用泥巴堆个房子。。。,,,,,6,95,252,2023-04-28 15:11,微博网页版,['https://wx1.sinaimg.cn/large/aec599aagy1hdffk6234jj20b008g407.jpg'],,,
4894864960133695,MDNS00yMn,1854368294,投行泰山,转：拉动内需靠——烧烤解决就业靠——下乡财政收入靠——房产税那么，A股市场呢？,,,,,12,22,108,2023-04-26 19:56,iPhone 13,['https://wx3.sinaimg.cn/large/6e876a26gy1hddckvnek9j20go0metbl.jpg'],,,
