id,text,date,emotion
4877784922720395,今天整个朋友圈，做短线的游资朋友或专业的，全在叫惨看来是非常极致了，中国股市就是折磨人，周末愉快吧,2023-03-10,-1
4874569862878665,2023年2月27日20：54，上海证券报刊登《洪榕：探索具有中国特色估值体系，重估中国资产是你我的责任》——资产重估牛2014年11月21日02:30，上海证券报刊登《洪榕：从券商蜕变看中国股市的梦幻未来》——杠杆牛,2023-03-01,0
4878939368198488,美国股市的这次下跌，可能开启中国股市长牛的阀门。估值优势是中国股市最大的基本面。美联储降息周期提前会让更多资金流回中国股市。而中国经济的持续向好，对应美国混乱的政治经济形势，孰优孰劣，一目了然。所以，别人恐慌的时候，我们得更多一分自信。,2023-03-13,1
4882822243812801,方三文×李蓓|与市场共识的偏离越大，我交易的概率越大李蓓认为：“我们现在到了日出的时候，后面就是白天，白天的时候就赚钱了。我觉得未来五到十年是中国经济或是中国股市的白天。”#雪球方三文对话半夏李蓓#雪球的微博直播方略第三期|雪球创始人方三文对话半夏,2023-03-24,1
4881409112544100,还有一条，这么多年，A股跟跌不跟涨。国际上任何事下跌都和中国股市有关系，上涨的事基本都无关。,2023-03-20,-1
4878246992939002,硅谷银行爆雷对中国股市有什么影响，昨夜美股和中概股的走势或有启示。,2023-03-11,-2
4881487525055311,中国股市向来有“七亏二平一赢”之说，我们必须承认，股市不是大部分人都能赚钱的地方。这就是逆向投资策略的内在逻辑——炒股本质上是一种零和游戏，你赚的钱都是别人亏的，很多时候只有跟大多数人逆向而行，你才能在这场游戏中胜出！,2023-03-20,-1
4879898230916098,粉丝给我发来的照片3200点是中国股市的底，我不信中国股市就没有底，很多票都在2400点之下，庄股妖股亏损票在3200点之上，业绩好的票天天砸这可能是中国特色吧,2023-03-16,-1
4882531642246819,卢麒元：人民币会迎来猛烈的升值，从现在的1:6.5会在2025年变成1：3。对此，中国股市接下来这几年有望迎来史无前例的超级大牛。,2023-03-23,1
4879672113105427,不得不说米帝的影响力，华尔街得感冒，全球资本市场就肺炎发作。我们A股常常进ICU，海外股市不带感冒的。我们的A股市场对全球经济毫无影响力吗。世界上股市分两种，一种叫股市，另一种叫中国股市。,2023-03-15,-1
4885155333799968,中国股市乃至港股美股要开始第二波主升浪，A股去4000，港股去27000，标普去4500！三季度之前全球股市完成回光返照，从今年四季度开始到明年上半年全球股市，商品暴跌！,2023-03-31,-1
4882123499241919,同样一张图，悲观的人和乐观的人都是如何看待的？悲观的人认为：这就是中国股市，割韭菜的地方，我呸！乐观的人认为：哇，同样参考美股和印度的走势，A股注册制开放后的未来可期！所以，大家记住一句话“悲观者正确，乐观者赚钱！”体现的是一个人的格局，看的是当下，还是未来~,2023-03-22,0
4878856379433454,放眼全世界，中国股市一定是最值得投资布局的地方，特别是那些受到疫情危机错杀的、低估的、优质的核心资产、好公司！,2023-03-13,1
4878834098243981,中国移动成为中国股市第一股后，市场会怎么样？【中国移动逼近涨停总市值突破2.1万亿】通讯运营商概念股持续走强，中国移动拉升逼近涨停，总市值突破2.1万亿，仅次于贵州茅台。中国卫通近9个交易日累计涨幅超70%，中国电信、中国联通继续大幅走高。,2023-03-13,1
