id,text,date,emotion
4762775128115429,美国人不怀好意都知道的，此时放此消息，就是想让股市之资金外逃，放倒中国股市。中国人在美国买中概股已躺平，外国及润人殖人在国内市场没有集中的板块，对着割肉肯定是中国亏，所以中国两难。#张捷财经观察#,2022-04-27,1
4753727027677343,温铁军2013年讲座：80年代就现代化和城市化的朝鲜为什么衰败呢？为什么金融行业成为高薪行业？为什么中国股市一直不能跑赢美国股市？很有前瞻性，值得好好听听！.（L思想品读的微博视频）,2022-04-02,-1
4760800105339352,证监会召开的这个会议主旨在于统一思想，即没有任何理由继续看空中国股市，养老银行保险和各类资管机构所要做的只有一件事：入市，提高权益投资能力！4月22日，看行动吧！#今日看盘##抗疫行动##遇见美好##侯宁微评#,2022-04-21,0
4763596729615836,中央开始重视中国股市了👏👏👏👏👏L石小杰微博的微博视频,2022-04-29,-2
4760465760590734,甲：中美经济不仅没有脱钩，反而是你中有我，我中有你了。乙：何出此言？甲：你看，美国加息，中国股市下跌。中国降准，美国股市上涨,2022-04-20,0
4762191028814720,其实当初发这个图的时候，我在微博只写了一句：不知是褒是贬......看看今天的中国股市，我决定还是像在推特一样，把话说全了吧......,2022-04-25,-1
4754219159260909,我觉得清明节，股票没必要停市，中国股市要想国际化，在开盘日内时间和交易日，都得跟国际接轨！,2022-04-03,1
4762703757050155,我告诉你个地址，不爽来我面前骂，老子和中国股市走在一起，之前做的房地产那波，也是马前炮，老子有钱玩股指期货，涨跌就是日内波段，不服？，你有了五十万再来叽歪我，够了的，来挑战我，不怕你有钱，赌什么你说，不是说我指数不准？立下挑战全网令！不,2022-04-27,1
4757419529601619,3000点附近还看空中国股市的人，尤其是在金委会发话后还看空股市的人，我的建议是可以销户了。,2022-04-12,-1
4757806919977459,#股票##A股##今日看盘#请用一句古诗词形容中国股市。我先来：落花流水春去也---------------,2022-04-13,-2
4758467414329550,我分享了@侯宁的头条文章。六步大底步步高，中国股市绝不孬。何时利好惠股民？敢说不时真就到。空军司令谈股市，空色转换辩证到。纵观全局面与体，点线趋势随心焦。#苏大讲##苏大玄#O侯宁说之446：雷行雨施“政策底”就是市场底！,2022-04-15,1
4762549176503474,#A股#A股的态度是明确的。不愿跌，但也不怕跌，必要时不得不跌。面对外国股市的涨跌，中国股市也早已给出答案:涨，坚决不跟;跌，奉陪到底。国外不顾A股的强烈反对一而再再而三地上涨，是单方面的，无效的，我们坚决不认同。,2022-04-26,-1
4760552700379274,巴菲特教你如何投资中国股市！L股市茶哥的微博视频,2022-04-21,-1
4762209084770979,各国股市对比，第一张图是美国股市、第二张图是印度股市、第三张是越南股市、第四张是泰国股市，最后一张是中国股市。,2022-04-25,-1
4762782678122672,人大副校长吴晓求：中国股市为什么牛短熊长，真正的原因是什么？如果美股崩盘A股也涨不上去。#财经知识分享官#L模型预测的微博视频,2022-04-27,-1
4762256757230856,中国股市又送走一家垃圾。市值风云2017、2018年连续追杀两年，时隔4年，终于退市。#*ST绿庭sh600695[股票]##绿庭投资sh600695##注册制炒股千万不要用市值风云App#,2022-04-25,-1
4760345615533264,在中国股市赚钱，还是要学习巴菲特投资比亚迪的投资理念；巴菲特在比亚迪赚了10倍不走，后来暴跌85%回到原地，他依然稳如泰山面不改色；,2022-04-20,-1
4762836276614434,好消息不断，中国股市创新低，连乌克兰股市（排名115）都不如,2022-04-27,-2
4755325574710155,中国股市休市，是全球股市最大的利好；中国股市开市，是全球股市最大的利空！中国股市休市期间，消息面全是利好；中国股市开市期间，利好消息立马变成利空！！#财经#,2022-04-06,-1
4762524794749285,中国股市特色是割散户韭菜，直致倾家荡产！1、中国股市存在很多不公平现象，只考虑融资，不考虑投资者回报；2、公司融资后，高管不发展公司业务，急于套现走人。我觉得要想把股市发展好，得降印花税，得停发新股，得禁止高价发行。,2022-04-26,-1
4762427076645865,小散看盘超话警告空头们今天在敢砸中国股市小散就要出奇招了#为什么喜欢在小县城生活#@侯宁@苏世山成长价值投资@牛市sky@飞行行天下,2022-04-26,1
4762136665917649,中国男足永远冲击世界杯，中国股市永远保卫3000点。,2022-04-25,1
4760548699537650,巴菲特点破中国股市：如果手中只有40万，死啃这两条线，赚翻天O巴菲特点破中国股市：如果手中只有40万，死啃这两条线，赚翻天#,2022-04-21,-1
4760816031630777,中国股市就是中国国足啊，实事求是，不惧权威，我最爱它这点了！,2022-04-21,-1
4758280507229100,【中国科学家计划在银河系找到十几颗类似地球的行星】中国科学家发起“地球2.0”项目：将与美国轨道望远镜进行暗中较劲；中国地方政府正在通过发行债券来改善经济状况；如何稳定中国股市局势？；泰国购买第一艘中国潜艇因德国受阻。O中国科学家计划在银河系找到十几颗类似地球的行星,2022-04-14,0
4763896009461820,听闻A股医药老大易主，片仔癀市值超过恒瑞，颇为感慨，稍微看了眼数据。2021年恒瑞收入259.1亿，研发投入62亿。片仔癀收入80.2亿，研发投入2亿。明朝嘉靖炼丹没有白炼，在450年后21世纪，打败了中国现代医药一哥成为新的古代医药一哥。,2022-04-30,-1
4764002323006602,为什么A股市场基金都选择趋势投资割韭菜（围猎）？芒格给出了答案，说出了真相。芒格：能力大小是相对的概念，我很久以前就想明白了，我只要做一件事就行：找傻子做对手，好在傻子足够用。,2022-04-30,-1
4764056240000533,#A股#FGW趁着休市出来怼煤炭了,2022-04-30,-1
4763878402035167,中信国安翻倍的妖股，节后一转眼变身ST了~~~哪只妖股不是终点回到起点，所以克制贪欲，不要高位去站岗，游资直线拉升的目的，基本上都是为了出货！（记住我们的市场叫A股！）,2022-04-30,-2
4763943317017284,半导体这里又多又复杂，业绩整体比软件好不少。,2022-04-30,-1
4764038937969086,【备忘】600783鲁信创投，这个创投概念是最正宗的，两市名字里唯一带创投二字的，山东国资委大比例持股69.57%，上一波注册制实施的龙头，目前又基本到上一波的启动价了，全面注册制时，大概率还会是龙头。,2022-04-30,-1
4763696964831248,盘后数据显示，04月29日A股龙虎榜中，共31只个股出现了机构的身影，有14只股票呈现机构净买入，17只股票呈现机构净卖出。机构与北向资金同买入的有维信诺，金山办公，三只机构以上买入的有金山办公，清研环境，云路股份，恒帅股份。,2022-04-29,-1
4763674378244607,深交所《关于对刘方毅给予通报批评处分的决定》官方和投资者只能谴责@英科医疗300677刘方毅不诚实守信，不勤勉尽责，投资者在英科医疗的钱是被刘方毅偷走了，回不来……,2022-04-29,-1
4763653562435626,A股某上市公司董事长？,2022-04-29,-1
