id,text,date,emotion
4968629306918148,瑞银认为：中国股市将在2024年跑赢印度股市……干嘛拿我们与阿三比？,2023-11-16,1
4968040824832816,#韩国股市波动加剧散户抄底中国股市#还敢来A股？思密达进来，咯咯哒出去！,2023-11-14,-1
4964590532427918,刘纪鹏谈中国股市为何15年3000点徘徊不前ps：核心问题还是腐败，而且是产业链式的腐败，没有任何有效监督监管。L匈牙利投资人瞿磊的微博视频,2023-11-05,-1
4971140049015490,金融业的安全，是国家安全的第二大保障，（第一是国防），但是很多行为，就是完全不把金融业的安全放在心上，把银行当凯子，当血包。这就是目前中国股市，银行股死活不涨的原因，资金安全性都没有了，银行怎么可能值钱,2023-11-23,-1
4971345856170047,昨天看到有人转给我一篇鲁兆的文章，说2863马上会跌破，2026年才见大底。鲁兆先生算是中国股市少有的靠谱的人之一，80多岁了，大周期成功率很高，但我只赞成他的一部分，即2863要跌破，2024年即可见大底；2026年是一个关键时间点不错，但那不是底，是未来牛市1浪高点。,2023-11-23,1
4968040926285625,#韩国股市波动加剧散户抄底中国股市#还敢来A股？思密达进来，咯咯哒出去！,2023-11-14,-1
4972383770774212,『中国股市：要果断根除当前证券市场凸显的五大症结-今日头条』O网页链接,2023-11-26,-2
4972390376280718,重磅规则，基金经理不得随意离职、不得炫富。为了活跃资本市场，天朝苟苟营，使出浑身解数和九牛二虎之力，拿出了竟让世界资本市场笑喷的大利好，这个利好，连猪都敢想，怕被火烧、火烤，成为香烹烹的乳猪。猪不敢想的东西，不如猪馋狗，却当宣言书发布。难怪中国股市始终处于半生态状态，不伦不类。,2023-11-26,-1
4965360357082803,中印两国股市估值比较。过去十几年整体两国的估值非常高的相关性。但是从2020年之后印度股市估值飙升，A股的估值不断下降。现在居然印度股市的估值水平是中国股市的三倍。投资人实在是太悲观，缺乏信心了。我相信A股应该可以涨3倍多赶上印度股市估值,2023-11-07,1
4973675927569934,政策面搞好股市是史无前例的支持，虽然市场还是非常弱，但堆积到一定程度就会爆发的，当下行情仍处于三重底构筑状态，但我坚信中国股市未来前途是光明的。,2023-11-30,1
4963160768381164,#聊一波#【王波明对话刘纪鹏：资本市场老兵激辩3000点「完整版」上】中国股市15年仍徘徊3000点，到底是什么原因？王波明、刘纪鹏两位资本市场老兵刨根问底中国股市。#透过财经看世界#L聊一波-王波明的微博视频,2023-11-01,0
4968982823569608,祝贺中国股市发展5000家上市公司，全球市值第二名！一起为方星海主席点个赞赞赞赞！希望看到，未来五年发展10000家上市公司市值做到全球第一！,2023-11-17,1
4973349356962974,买中概股阿里巴巴，亏损超60%，气死了。珍爱生命，远离中国股市。,2023-11-29,-1
4967034629128818,很奇怪，诸如那些性别都不知道的大v，来一句点赞666，粉丝疯了一样点赞；那些让你高位追“龙”的也是如此，请问他们到底为中国股市进程做了什么贡献？我这个小V天天冒死纳谏，连点赞都没几个,2023-11-11,-1
4973383345507984,中国有很多具备芒格思想的人物，但中国股市很难出现芒格式人物。（也许林园算一个）永远缅怀芒格老先生！,2023-11-29,0
4971555831680414,A股又跳水了，从7月开始活跃市场，活跃却向下，救市却继续跌，甚至比战争中的俄罗斯股市都差，全球金融市场倒数，中国股市到底怎么了？这两年IPO大跃进，疯狂上市进千家新股，整天开这种版那种板，全跌的细碎，亿万股民亏损累累，成了韭菜被疯狂收割，到底在搞什么,2023-11-24,-1
4971558302386666,中国股市炒亏损抢垃圾票中国特色的投资市场,2023-11-24,-1
4964638141712039,巴菲特说，中国股市是靠发行新股增加市值。【科创板建设5周年：共有上市公司562家总市值逾6万亿元】11月5日电，截至2023年10月底，科创板共有上市公司562家，合计IPO募资金额近9000亿元，总市值逾6万亿元；,2023-11-05,0
4967907748481157,#东方财富##股票#【高盛等外资机构齐发声看好“中国资产”2024年维持对A股的增持立场】中国股市估值位于偏低的位置，对海外投资者具有相当大的吸引力。O高盛等外资机构齐发声看好“中国资产”2024年维持对A股的增持立场(来自@东方财富网),2023-11-14,1
4965106557649242,人家韩国限制做空立竿见影，要我说A股更应该禁止做空，99.99%的散户只能通过上涨做多才能赚到钱，却融券给0.01%的利益群体做空中国股市，这二十年中国经济GDP翻了好几倍，上证指数却几十年还是3000点。,2023-11-06,0
4973924099555807,O网页链接接下来中国股市一定是这样走的，满怀期待，好好珍惜这次机会。8年了，该来一波两千点涨幅牛市了。,2023-11-30,1
4963985992713727,看谁还敢做空中国股市！,2023-11-03,1
4966228906741510,看来又一波重大利好马上要和大家见面了！我看到了国家的决心，我们也更要有信心，从过去十几年的经验来看，如此重视资本市场，后面必定有大行情，政策也一定会给市场带来重大的转机。兄弟们，一定要相信“相信”的力量，做多中国股市，耐心等待爆发的到来！,2023-11-09,1
4967520800869073,如果从老百姓（散户）的角度看中国股市的历史，你没有悲悯和耻辱感，你不会是个有良知的人。,2023-11-13,-1
4973724512291695,如果今天再平淡无奇的收盘，那科创将会出现连续下跌8个月的极端走势，别说科创，在中国股市上都是罕见的，真的是市场专治各种不服啊。,2023-11-30,-1
4966451092128242,中国股市，中国楼市，中国保险，都是拿普通人的钱为权贵埋单。,2023-11-10,-1
4973675800953953,诺大个27万亿的公募基金投向股票的才四五万亿。你得有多不看好中国股市？,2023-11-30,-1
4969048020353813,中国股市发展5000家上市公司，稳居全球市值第二名！#涨姿势#,2023-11-17,0
4971329867744667,林园：相信中国股市会有翻天覆地的变化，未来中国股市是最好的市场，我已经60岁，我有责任告诉大家！这个时候是大机会。L嘉隆百年的微博视频,2023-11-23,1
4966879351540230,上联：中国股市下联：？,2023-11-11,-2
4972206409908403,中国股市，跌的一塌糊涂，害得散户倾家荡产，但却不让说！以后，只能喊多，像胡锡进，李大霄那样欺骗世人，不能喊跌！全球最烂的市场，彻底没救了啊,2023-11-26,-1
